""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"ERLIN1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"ERLIN1"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"IL17RD"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"IL17RD"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"MTFR1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"MTFR1"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"ZNF140"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"ZNF140"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"OSBPL8"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"OSBPL8"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"NOL8"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"NOL8"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"DCLRE1C"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"DCLRE1C"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"UHMK1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"UHMK1"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"TAOK1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"TAOK1"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"THAP1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"THAP1"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"FOXO3B"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"FOXO3B"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"ACKR3"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"ACKR3"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"TMEM267"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"TMEM267"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"ARAP1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"ARAP1"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"SPDYE6"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"SPDYE6"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
""	"hipc_vac_gene_28853442_7"	"2017.08.31"	"hipc_vac_gene_28853442_7"	"GTPBP6"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"GTPBP6"	"N"	"gene expression"	"down"	"56d vs 0d"	"time of vaccination"	"56"	"days"	"VO:0000771"	"restimulation with BCG-infected autologous dendritic cells"	"1773"	""	""	"intradermal"	""	"28853442"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"2018"	"Fig 6C (ID)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most differentially expressed genes comparing Day 0 and Day 56 responses after in vitro re-stimulation with BCG-infected autologous dendritic cells"	"41"	"41"	"7"	"474"	"28853442_7_474"	"hipc_vac_gene_sig_28853442_7.txt"	"hipc_vac_gene_sig_complete_28853442_7.txt"
