""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"CD79B"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD79B"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"CD8A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD8A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"CD8B"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD8B"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"CD99"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD99"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"CDC25B"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"CDC25B"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"CHML"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"CHML"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"CLIC4"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"CLIC4"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"COL21A1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"COL21A1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"CRIP1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"CRIP1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"CYFIP2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"CYFIP2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"NSG1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"NSG1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"DBF4"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"DBF4"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"DEXI"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"DEXI"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"DGKD"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"DGKD"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"DGUOK"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"DGUOK"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"DHRS3"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"DHRS3"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"LIMCH1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"LIMCH1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"DLX4"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"DLX4"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"EEF1B2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"EEF1B2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"EI24"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"EI24"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"EIF2S1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"EIF2S1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"EXPH5"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"EXPH5"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"F11R"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"F11R"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PCED1B"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PCED1B"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"ESYT1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"ESYT1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"FBLN5"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"FBLN5"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"FCGBP"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"FCGBP"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"FLNB"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"FLNB"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"FOXO1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"FOXO1A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"GATA3"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"GATA3"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"GRAP"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"GRAP"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"GZMA"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"GZMA"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"GZMB"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"GZMB"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
