""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"SYT17"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SYT17"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"EBF1"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"EBF1"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"L1TD1"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"L1TD1"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"FCER2"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FCER2"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"CNR2"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CNR2"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"TSPAN13"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TSPAN13"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"PAWR"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PAWR"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"DENND5B"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DENND5B"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"LARGE1"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"LARGE"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"SETBP1"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SETBP1"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
""	"hipc_vac_gene_26726811_10"	"2016.01.05"	"hipc_vac_gene_26726811_10"	"MOXD1"	""	"subroup medium/high AE subjects"	"18"	"64"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MOXD1"	"N"	"gene expression"	"up"	"-7d vs 1d"	"time of vaccination"	"1"	"day"	"VO:0000410"	""	"1316510"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"2016"	"Suppl. Fig 8"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>"	""	"39"	"39"	"10"	"483"	"26726811_10_483"	"hipc_vac_gene_sig_26726811_10.txt"	"hipc_vac_gene_sig_complete_26726811_10.txt"
