""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"ICAM2"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ICAM2"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"LILRB4"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"LILRB4"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"ADAM11"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ADAM11"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CCL22"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CCL22"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TAP1"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TAP1"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CCL17"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CCL17"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TLR1"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TLR1"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TLR2"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TLR2"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TLR3"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TLR3"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TLR4"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TLR4"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TLR5"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TLR5"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TLR6"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TLR6"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TLR9"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TLR9"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"HSP90B1"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"HSP90B1"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CARD8"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CARD8"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"CARD14"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CARD14"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"IRAK2"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"IRAK2"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"IRAK4"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"IRAK4"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"MYD88"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MYD88"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"NOD2"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NOD2"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TIRAP"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TIRAP"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TLR7"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TLR7"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TLR8"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TLR8"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TLR10"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TLR10"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
""	"hipc_vac_gene_17349694_5"	"2007.03.14"	"hipc_vac_gene_17349694_5"	"TRAF6"	""	""	"22"	"54"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TRAF6"	"N"	"gene expression"	"up"	"18hr vs 0hr"	"time of vaccination"	"18"	"hours"	"VO:0000271"	""	"263"	""	""	""	""	"17349694"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	"57"	"57"	"5"	"133"	"17349694_5_133"	"hipc_vac_gene_sig_17349694_5.txt"	"hipc_vac_gene_sig_complete_17349694_5.txt"
