""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"PDGFB"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"PDGFB"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"TJP2"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"TJP2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"ACTN1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"ACTN1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"ZNF768"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"ZNF768"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"INSIG1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"INSIG1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"NOC4L"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"NOC4L"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"PTGES2"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"PTGES2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"SLC2A6"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"SLC2A6"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"ENTPD1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"ENTPD1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"CYP27B1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"CYP27B1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"KIAA0930"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"KIAA0930"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
""	"hipc_vac_gene_28853442_2"	"2017.08.31"	"hipc_vac_gene_28853442_2"	"TEDC1"	""	""	"18"	"45"	"years"	"68"	"CD4-positive, alpha-beta memory T cell"	"CL:0000897"	"TEDC1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000771"	""	"1773"	""	""	"oral"	""	"28853442"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"Fig 6A (PO)"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/figure/F6/' target='_blank'>figure/F6</a>"	"top 100 most significantly altered genes comparing Day 0 and Day 7 responses directly ex vivo"	"40"	"40"	"2"	"469"	"28853442_2_469"	"hipc_vac_gene_sig_28853442_2.txt"	"hipc_vac_gene_sig_complete_28853442_2.txt"
