""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"MIR7-3HG"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"MIR7-3HG"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"RTL8B"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"FAM127C"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"SCX"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"SCXA"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"CLUH"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"KIAA0664"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"MROH8"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"C20orf132"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"SPICE1"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"CCDC52"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"FRMPD2B"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"FRMPD2L1"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"LINC01618"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"LINC01618"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"CASTOR1"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"CASTOR1"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
""	"hipc_vac_gene_29535712_6"	"2018.03.15"	"hipc_vac_gene_29535712_6"	"XRCC3"	""	""	"18"	"45"	"years"	"14"	"whole blood"	"UBERON:0000178"	"XRCC3"	"N"	"gene expression"	"up"	"3d vs 0hr"	"time of vaccination"	"3"	"days"	"VO:0004891"	""	"11676"	""	""	"intramuscular"	"1 dose"	"29535712"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"2018"	"Suppl Table 2"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/bin/Table_2.XLSX' target='_blank'>Table_2.XLSX</a>"	""	"40"	"40"	"6"	"412"	"29535712_6_412"	"hipc_vac_gene_sig_29535712_6.txt"	"hipc_vac_gene_sig_complete_29535712_6.txt"
