"observation_tier"	"template_name"	"observation_summary"	"story_title"	"submission_name"	"submission_description"	"project"	"submission_story"	"submission_story_rank"	"submission_center"	"principal_investigator"	"pmid"	"submission_type"
1	"hipc_inf_ctf_32816392_3"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 52-77 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32816392_3"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32816392"	"cell-type freq"
1	"hipc_inf_ctf_32816392_4"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 54-77 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32816392_4"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32816392"	"cell-type freq"
1	"hipc_inf_ctf_32816392_5"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 54-77 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32816392_5"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32816392"	"cell-type freq"
1	"hipc_inf_ctf_32816392_6"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 54-77 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32816392_6"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32816392"	"cell-type freq"
1	"hipc_inf_ctf_32816392_7"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 52-77 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32816392_7"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32816392"	"cell-type freq"
1	"hipc_inf_ctf_32816392_8"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 52-77 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32816392_8"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32816392"	"cell-type freq"
1	"hipc_inf_ctf_32816392_9"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 52-77 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32816392_9"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32816392"	"cell-type freq"
1	"hipc_inf_ctf_32816392_10"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 52-77 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32816392_10"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32816392"	"cell-type freq"
1	"hipc_inf_ctf_32816392_11"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 54-77 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32816392_11"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32816392"	"cell-type freq"
1	"hipc_inf_ctf_32816392_12"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 54-77 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_32816392_12"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"32816392"	"cell-type freq"
1	"hipc_inf_ctf_33239683_1"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 23-92 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33239683_1"	"Haljasmägi et al. (2020) Longitudinal proteomic profiling reveals increased early inflammation and sustained apoptosis proteins in severe COVID-19. Sci Rep. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33239683' target='_blank'>33239683</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33239683"	"cell-type freq"
1	"hipc_inf_ctf_33239683_2"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 23-92 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33239683_2"	"Haljasmägi et al. (2020) Longitudinal proteomic profiling reveals increased early inflammation and sustained apoptosis proteins in severe COVID-19. Sci Rep. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33239683' target='_blank'>33239683</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33239683"	"cell-type freq"
1	"hipc_inf_ctf_33239683_3"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 23-92 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33239683_3"	"Haljasmägi et al. (2020) Longitudinal proteomic profiling reveals increased early inflammation and sustained apoptosis proteins in severe COVID-19. Sci Rep. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33239683' target='_blank'>33239683</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33239683"	"cell-type freq"
1	"hipc_inf_ctf_33239683_4"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 23-92 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33239683_4"	"Haljasmägi et al. (2020) Longitudinal proteomic profiling reveals increased early inflammation and sustained apoptosis proteins in severe COVID-19. Sci Rep. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33239683' target='_blank'>33239683</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33239683"	"cell-type freq"
1	"hipc_inf_ctf_33239683_5"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 21-92 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33239683_5"	"Haljasmägi et al. (2020) Longitudinal proteomic profiling reveals increased early inflammation and sustained apoptosis proteins in severe COVID-19. Sci Rep. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33239683' target='_blank'>33239683</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33239683"	"cell-type freq"
1	"hipc_inf_ctf_33239683_6"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 21-92 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33239683_6"	"Haljasmägi et al. (2020) Longitudinal proteomic profiling reveals increased early inflammation and sustained apoptosis proteins in severe COVID-19. Sci Rep. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33239683' target='_blank'>33239683</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33239683"	"cell-type freq"
1	"hipc_inf_ctf_33239683_7"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 21-92 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33239683_7"	"Haljasmägi et al. (2020) Longitudinal proteomic profiling reveals increased early inflammation and sustained apoptosis proteins in severe COVID-19. Sci Rep. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33239683' target='_blank'>33239683</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33239683"	"cell-type freq"
1	"hipc_inf_ctf_33239683_8"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 21-92 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33239683_8"	"Haljasmägi et al. (2020) Longitudinal proteomic profiling reveals increased early inflammation and sustained apoptosis proteins in severe COVID-19. Sci Rep. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33239683' target='_blank'>33239683</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33239683"	"cell-type freq"
1	"hipc_inf_ctf_33013872_1"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 25-61 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33013872_1"	"Wang et al. (2020) Excessive Neutrophils and Neutrophil Extracellular Traps in COVID-19. Front Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33013872' target='_blank'>33013872</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33013872"	"cell-type freq"
1	"hipc_inf_ctf_33013872_2"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 25-61 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33013872_2"	"Wang et al. (2020) Excessive Neutrophils and Neutrophil Extracellular Traps in COVID-19. Front Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33013872' target='_blank'>33013872</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33013872"	"cell-type freq"
1	"hipc_inf_ctf_33013872_3"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 25-61 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33013872_3"	"Wang et al. (2020) Excessive Neutrophils and Neutrophil Extracellular Traps in COVID-19. Front Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33013872' target='_blank'>33013872</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33013872"	"cell-type freq"
1	"hipc_inf_ctf_33013872_4"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 25-61 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33013872_4"	"Wang et al. (2020) Excessive Neutrophils and Neutrophil Extracellular Traps in COVID-19. Front Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33013872' target='_blank'>33013872</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33013872"	"cell-type freq"
1	"hipc_inf_ctf_33013872_5"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 25-61 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33013872_5"	"Wang et al. (2020) Excessive Neutrophils and Neutrophil Extracellular Traps in COVID-19. Front Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33013872' target='_blank'>33013872</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33013872"	"cell-type freq"
1	"hipc_inf_ctf_33013872_6"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 25-61 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33013872_6"	"Wang et al. (2020) Excessive Neutrophils and Neutrophil Extracellular Traps in COVID-19. Front Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33013872' target='_blank'>33013872</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33013872"	"cell-type freq"
1	"hipc_inf_ctf_33013872_7"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 25-61 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33013872_7"	"Wang et al. (2020) Excessive Neutrophils and Neutrophil Extracellular Traps in COVID-19. Front Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33013872' target='_blank'>33013872</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33013872"	"cell-type freq"
1	"hipc_inf_ctf_33013872_8"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 25-61 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33013872_8"	"Wang et al. (2020) Excessive Neutrophils and Neutrophil Extracellular Traps in COVID-19. Front Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33013872' target='_blank'>33013872</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33013872"	"cell-type freq"
1	"hipc_inf_ctf_33013872_9"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 25-61 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33013872_9"	"Wang et al. (2020) Excessive Neutrophils and Neutrophil Extracellular Traps in COVID-19. Front Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33013872' target='_blank'>33013872</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33013872"	"cell-type freq"
1	"hipc_inf_ctf_33013872_10"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 25-61 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33013872_10"	"Wang et al. (2020) Excessive Neutrophils and Neutrophil Extracellular Traps in COVID-19. Front Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33013872' target='_blank'>33013872</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33013872"	"cell-type freq"
1	"hipc_inf_ctf_33937096_1"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 45-94 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33937096_1"	"Bobcakova et al. (2021) Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome. Front Cell Infect Microbiol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33937096' target='_blank'>33937096</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33937096"	"cell-type freq"
1	"hipc_inf_ctf_33937096_2"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 50-94 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33937096_2"	"Bobcakova et al. (2021) Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome. Front Cell Infect Microbiol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33937096' target='_blank'>33937096</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33937096"	"cell-type freq"
1	"hipc_inf_ctf_33937096_3"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 50-94 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33937096_3"	"Bobcakova et al. (2021) Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome. Front Cell Infect Microbiol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33937096' target='_blank'>33937096</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33937096"	"cell-type freq"
1	"hipc_inf_ctf_33937096_4"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 45-94 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33937096_4"	"Bobcakova et al. (2021) Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome. Front Cell Infect Microbiol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33937096' target='_blank'>33937096</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33937096"	"cell-type freq"
1	"hipc_inf_ctf_33937096_14"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 45-94 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33937096_14"	"Bobcakova et al. (2021) Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome. Front Cell Infect Microbiol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33937096' target='_blank'>33937096</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33937096"	"cell-type freq"
1	"hipc_inf_ctf_33937096_15"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 50-94 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33937096_15"	"Bobcakova et al. (2021) Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome. Front Cell Infect Microbiol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33937096' target='_blank'>33937096</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33937096"	"cell-type freq"
1	"hipc_inf_ctf_33937096_16"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 50-94 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33937096_16"	"Bobcakova et al. (2021) Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome. Front Cell Infect Microbiol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33937096' target='_blank'>33937096</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33937096"	"cell-type freq"
1	"hipc_inf_ctf_33937096_17"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 45-89 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33937096_17"	"Bobcakova et al. (2021) Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome. Front Cell Infect Microbiol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33937096' target='_blank'>33937096</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33937096"	"cell-type freq"
1	"hipc_inf_ctf_33937096_18"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 45-94 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33937096_18"	"Bobcakova et al. (2021) Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome. Front Cell Infect Microbiol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33937096' target='_blank'>33937096</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33937096"	"cell-type freq"
1	"hipc_inf_ctf_33937096_19"	"In <tissue_type_term_id>, the frequency of cell type <response_component_id> <proterm_and_extra> was <response_behavior> at <time_point> <time_point_units> from <baseline_time_event>, for comparison <comparison>, in cohort <cohort> 45-89 yo, after exposure to <exposure_material_id>"	""	"hipc_inf_ctf_33937096_19"	"Bobcakova et al. (2021) Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome. Front Cell Infect Microbiol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33937096' target='_blank'>33937096</a>"	"Immune cell-type frequency response to infection"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."	"33937096"	"cell-type freq"
