	submission_name	submission_date	time to curate	spot_check	template_name	tissue_type	tissue_type_term_id	response_component_original	response_component_standardized	response_behavior_type	response_behavior	subgroup	time_point	time_point_units	baseline_time	first_exposure_process	first_disease_name	first_disease_stage	target_pathogen	target_pathogen_taxonid	vaccine_year	exposure_material_text	exposure_material	additional_exposure_material	Group1	addntl_time_point_units	Group0	target_pathogen_taxonid	comparison	number_subjects	cohort	Geographic Location	adjuvant	route	scheduling	publication_reference	publication_year	signature_source	signature_source_url	comments	is_model	short_comment	process_note	publication_reference_url	age_group	age_min	age_max	age_units	extra_comments
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		innate antiviral response (M150); type I interferon response (M127); enriched in activated dendritic cells (II) (M165); antiviral IFN signature (M75); cell cycle and transcription (M4.0); enriched in T cells (I) (M7.0); MHC-TLR7-TLR8 cluster (M146); enriched in antigen presentation (II) (M95.0); immune activation - generic cluster (M37.0); TLR and inflammatory signaling (M16); activated dendritic cells (M67); RIG-1 like receptor signaling (M68); viral sensing & immunity; IRF2 targets network (I) (M111.0); viral sensing & immunity; IRF2 targets network (II) (M111.1); T cell activation and signaling (M5.1); T cell activation (I) (M7.1); cell adhesion (lymphocyte homing) (M21); T cell differentiation (Th2) (M19); Activated (LPS) dendritic cell surface signature (S11); T cell surface, activation (M36); integrins and cell adhesion (M84); T cell differentiation via ITK and PKC (M18); T cell activation (III) (M7.4); T cell signaling and costimulation (M44); regulatory electron transport chain (mitochondrion) (M238); transcription regulation in cell development (M49); putative targets of PAX3 (M89.0); chaperonin mediated protein folding (II) (M204.1); chaperonin mediated protein folding (I) (M204.0); enriched in monocytes (II) (M11.0)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	COVID-19 patients vs healthy   	12	Adults (23-94)	Atlanta				32788292	2020	Fig S13	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-shorter version of same data in Fig 4c				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		Monocyte surface signature (S4); regulation of antigen presentation and immune response (M5.0); enriched in antigen presentation (I) (M71); antigen processing and presentation (M200); platelet activation (I) (M32.0); platelet activation (II) (M32.1); myeloid, dendritic cell activation via NFkB (II) (M43.1); inflammasome receptors and signaling (M53); putative targets of PAX3 (M89.1); GF induced, enriched in nuclear receptor subfamily 4 (M94); inflammatory response (M33); suppression of MAPK signaling (M56); enriched in antigen presentation (III) (M95.1); translation initiation factor 3 complex (M245); cytoskeletal remodeling (enriched for SRF targets) (M34); cell movement, Adhesion & Platelet activation (M30); enriched in myeloid cells and monocytes (M81); cell adhesion (M51); chaperonin mediated protein folding (II) (M204.1); chaperonin mediated protein folding (I) (M204.0); chemokines and inflammatory molecules in myeloid cells (M86.0); signaling in T cells (I) (M35.0); leukocyte differentiation (M160); AP-1 transcription factor network (M20); cell cycle and growth arrest (M31); enriched in NK cells (I) (M7.2); enriched in monocytes (II) (M11.0)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	COVID-19 patients vs healthy   	12	Adults (23-94)	Atlanta				32788292	2020	Fig S13	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in monocytes (II) (M11.0), cell cycle and transcription (M4.0), type I interferon response (M127), enriched in activated dendritic cells (II) (M165); innate antiviral response (M150), immune activation - generic cluster (M37.0), TLR and inflammatory signaling (M16), antiviral IFN signature (M75), regulation of antigen presentation and immune response (M5.0), monocyte surface signature (S4)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	C MONO_IFN cluster/cluster 11 from COVID-19 patients vs healthy   	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		platelet activation - actin binding (M196); cell adhesion (M51); chemokines and inflammatory molecules in myeloid cells (M86.0); enriched in myeloid cells and monocytes (M81); cell movement, Adhesion & Platelet activation (M30); signaling in T cells (I) (M35.0); cytoskeletal remodeling (enriched for SRF targets) (M34); putative targets of PAX3 (M89.0)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	C MONO_IFN cluster/cluster 11 from COVID-19 patients vs healthy   	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		type I interferon response (M127), enriched in T cells (I) (M7.0), T cell activation and signaling (M5.1), T cell activation (I) (M7.1), innate antiviral response (M150), T cell differentiation (Th2) (M19), enriched in antigen presentation (II) (M95.0), cell adhesion (lymphocyte homing) (M21)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	T cluster/cluster 23 from COVID-19 patients vs healthy   	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in NK cells (I) (M7.2), cell cycle and growth arrest (M31), regulation of antigen presentation and immune response (M5.0), AP-1 transcription factor network (M20), signaling in T cells (I) (M35.0), enriched in NK cells (II) (M61.0), leukocyte differentation (M160), chemokines and inflammatory molecules in myeloid cells (M86.0), T cell activation (II) (M7.3)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	T cluster/cluster 23 from COVID-19 patients vs healthy   	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		type I interferon response (M127); innate antiviral response (M150); enriched in activated dendritic cells (II) (M165); enriched in T cells (I) (M7.0); T cell activation and signaling (M5.1); antiviral IFN signature (M75); cell cycle and transcription (M4.0); T cell surface, activation (M36); activated dendritic cells (M67)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	Cl21 cluster/cluster 21 from COVID-19 patients vs healthy   	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in monocytes (II) (M11.0); antigen processing and presentation (M200); enriched in antigen presentation (II) (M95.0); blood coagulation (M11.1); inflammatory response (M33); innate activation by cytosolic DNA sensing (M13); proinflammatory dendritic cell, myeloid cell response (M86.1); regulation of antigen presentation and immune response (M5.0); monocyte surface signature (S4)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	Cl21 cluster/cluster 21 from COVID-19 patients vs healthy   	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		type I interferon response (M127); innate antiviral response (M150); enriched in activated dendritic cells (II) (M165); antiviral IFN signature (M75); cell cycle and transcription (M4.0); activated dendritic cells (M67); MHC-TLR7-TLR8 cluster (M146); RIG-1 like receptor signaling (M68); immune activation - generic cluster (M37.0)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	HSC cluster/cluster 19 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		cell cycle and growth arrest (M31); putative targets of PAX3 (M89.1); growth factor induced, enriched in nuclear receptor subfamily 4 (M94); AP-1 transcription factor network (M20); signaling in T cells (I) (M35.0); chemokines and inflammatory molecules in myeloid cells (M86.0); inflammatory response (M33); inflammasome receptors and signaling (M53); suppression of MAPK signaling (M56); myeloid, dendritic cell activation via NFkB (II) (M43.1)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	HSC cluster/cluster 19 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		type I interferon response (M127), respiratory electron transport chain (mitochondrion) (M238), RIG-1 like receptor signaling (M68), integrins and cell adhesion (M84), cytoskeletal remodeling (M32.8)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	PB_1 cluster/cluster 13 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		chaperonin mediated protein folding (I) (M204.0), chaperonin mediated protein folding (II) (M204.1), platelet activation (I) (M32.0), enriched in antigen presentation (I) (M71), MHC-TLR7-TLR8 cluster (M146), Ran mediated mitosis (M15), regulation of antigen presentation and immune response (M5.0), platelet activation (II) (M32.1), lysosomal/endosomal proteins (M139)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	PB_1 cluster/cluster 13 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in monocytes (II) (M11.0), innate antiviral response (M150), putative targets of PAX3 (M89.0), cell cycle and transcription (M4.0), enriched in activated dendritic cells (II) (M165), type I interferon response (M127), immune activation - generic cluster (M37.0), antiviral IFN signature (M75), Activated (LPS) dendritic cell surface signature (S11), formyl peptide receptor mediated neutrophil response (M11.2)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	C MONO_1 cluster/cluster 3 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in antigen presentation (II) (M95.0), antigen processing and presentation (M200), MHC-TLR7-TLR8 cluster (M146), monocyte surface signature (S4), antigen presentation (lipids and proteins) (M28), translation initiation factor 3 complex (M245), regulation of antigen presentation and immune response (M5.0)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	C MONO_1 cluster/cluster 3 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		innate antiviral response (M150), cell cycle and transcription (M4.0), antiviral IFN signature (M75), cell cycle (I) (M4.1), enriched in activated dendritic cells (II) (M165), mitotic cell cycle in stimulated CD4 T cells (M4.5), enriched in monocytes (II) (M11.0), lysosome (M209), transcription regulation in cell development (M49), type I interferon response (M127)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	BASO cluster/cluster 20 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in T cells (I) (M7.0), enriched in T cells (II) (M223), enriched in NK cells (III) (M157), enriched in NK cells (I) (M7.2) 		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	BASO cluster/cluster 20 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		type I interferon response (M127); MHC-TLR7-TLR8 cluster (M146); innate antiviral response (M150); enriched in activated dendritic cells (II) (M165); viral sensing & immunity; IRF2 targets network (I) (M111.0); viral sensing & immunity; IRF2 targets network (II) (M111.1); activated dendritic cells (M67); antiviral IFN signature (M75); regulation of antigen presentation and immune response (M5.0); enriched in monocytes (II) (M11.0)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	PDC cluster/cluster 10 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		Monocyte surface signature (S4), enriched in NK cells (I) (M7.2), T cell activation and signaling (M5.1)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	PDC cluster/cluster 10 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		innate antiviral response (M150), enriched in T cells (I) (M7.0), type I interferon response (M127), enriched in NK cells (I) (M7.2), enriched in activated dendritic cells (II) (M165), putative targets of PAX3 (M89.0), chemokines and inflammatory molecules in myeloid cells (M86.0), cell cycle and transcription (M4.0), activated dendritic cells (M67)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	C MONO_2 cluster/cluster 16 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in monocytes (II) (M11.0), antigen processing and presentation (M200), enriched in antigen presentation (I) (M71), MHC-TLR7-TLR8 cluster (M146), enriched in antigen presentation (II) (M95.0), regulation of antigen presentation and immune response (M5.0), cell cycle and growth arrest (M31), enriched in antigen presentation (III) (M95.1), enriched in monocytes (surface) (M118.1)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	C MONO_2 cluster/cluster 16 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in T cells (I) (M7.0); enriched in NK cells (I) (M7.2); innate antiviral response (M150); type I interferon response (M127); enriched in antigen presentation (II) (M95.0); viral sensing & immunity; IRF2 targets network (I) (M111.0); cell adhesion (lymphocyte homing) (M21); RIG-1 like receptor signaling (M68); T cell signaling and costimulation (M44)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	CD8 cluster/cluster 2 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		cell cycle and growth arrest (M31), AP-1 transcription factor network (M20), signaling in T cells (I) (M35.0), chemokines and inflammatory molecules in myeloid cells (M86.0), inflammasome receptors and signaling (M53), suppression of MAPK signaling (M56), myeloid, dendritic cell activation via NFkB (II) (M43.1), leukocyte differentiation (M160), regulation of antigen presentation and immune response (M5.0)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	CD8 cluster/cluster 2 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in antigen presentation (I) (M71), enriched in antigen presentation (II) (M95.0), type I interferon response (M127), enriched in antigen presentation (III) (M95.1), innate antiviral response (M150), MHC-TLR7-TLR8 cluster (M146), regulation of antigen presentation and immune response (M5.0), RIG-1 like receptor signaling (M68), enriched in activated dendritic cells (II) (M165), activated dendritic cells (M67)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	CDC1 cluster/cluster 24 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		antigen processing and presentation (M200)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	CDC1 cluster/cluster 24 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		type I interferon response (M127); innate antiviral response (M150); enriched in NK cells (I) (M7.2); enriched in T cells (I) (M7.0); MHC-TLR7-TLR8 cluster (M146); viral sensing & immunity; IRF2 targets network (I) (M111.0); viral sensing & immunity; IRF2 targets network (II) (M111.1); enriched in antigen presentation (I) (M71); enriched in antigen presentation (II) (M95.0); RIG-1 like receptor signaling (M68)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	NK cluster/cluster 1 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		AP-1 transcription factor network (M20), signaling in T cells (I) (M35.0)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	NK cluster/cluster 1 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		RIG-1 like receptor signaling (M68); innate antiviral response (M150); transcription elongation, RNA polymerase II (M234); respiratory electron transport chain (mitochondrion) (M238); respiratory electron transport chain (mitochondrion) (M219); Activated (LPS) dendritic cell surface signature (S11)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	GRAN cluster/cluster 9 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in monocytes (II) (M11.0), enriched in antigen presentation (II) (M95.0), cell cycle and transcription (M4.0), regulation of antigen presentation and immune response (M5.0), enriched in monocytes (IV) (M118.0), inflammatory response (M33), translation initiation factor 3 complex (M245), suppression of MAPK signaling (M56), enriched in antigen presentation (III) (M95.1), Monocyte surface signature (S4)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	GRAN cluster/cluster 9 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		type I interferon response (M127); innate antiviral response (M150); enriched in activated dendritic cells (II) (M165); AP-1 transcription factor network (M20); signaling in T cells (I) (M35.0); MHC-TLR7-TLR8 cluster (M146); viral sensing & immunity; IRF2 targets network (I) (M111.0); platelet activation (I) (M32.0); antiviral IFN signature (M75)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	CDC2 cluster/cluster 5 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		antigen processing and presentation (M200), translation initiation factor 3 complex (M245), enriched in antigen presentation (I) (M71), enriched in dendritic cells (M168), Monocyte surface signature (S4)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	CDC2 cluster/cluster 5 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		IL2, IL7, TCR network (M65); T cell activation (I) (M7.1); chaperonin mediated protein folding (II) (M204.1); chaperonin mediated protein folding (I) (M204.0); T cell differentiation via ITK and PKC (M18); T cell activation (III) (M7.4); cell adhesion (lymphocyte homing) (M21); T cell signaling and costimulation (M44)		pathway enrichment	up				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	T_IFN cluster/cluster 18 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
	Amani 	15th of Feb 2021.				Peripheral Blood Mononuclear Cells (PBMCs)		enriched in T cells (I) (M7.0); cell cycle and growth arrest (M31); viral sensing & immunity; IRF2 targets network (II) (M111.1); translation initiation factor 3 complex (M245); type I interferon response (M127); enriched in antigen presentation (I) (M71); MHC-TLR7-TLR8 cluster (M146); enriched in NK cells (I) (M7.2); platelet activation (II) (M32.1); platelet activation (I) (M32.0)		pathway enrichment	down				time of clinical onset	Occurrence of infectious disease	COVID-19.	acute	SARS-CoV-2 (COVID-19)									2697049	T_IFN cluster/cluster 18 from COVID-19 patients vs healthy	12	Adults (23-94)	Atlanta				32788292	2020	Table S4 'btm_enrichment_analysis' tab	https://science.sciencemag.org/content/suppl/2020/08/11/science.abc6261.DC1	-same as above, annotation system for this & row above is BTM				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7665312/					
