"","submission_name","submission_date","template_name","response_component","curation_date","cohort","age_min","age_max","age_units","number_subjects","tissue_type","tissue_type_term_id","response_component_original","is_model","response_behavior_type","response_behavior","comparison","baseline_time_event","time_point","time_point_units","exposure_material_id","additional_exposure_material","target_pathogen_taxonid","vaccine_year","adjuvant","route","scheduling","publication_reference_id","publication_reference_url","publication_date","signature_source","signature_source_url","comments","response_comp_orig_cnt","response_comp_cnt","subm_obs_id","uniq_obs_id","row_key","signature_file","signature_file_complete"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","KLF9","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","KLF9","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","PLBD2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","PLBD2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","HTRA1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","HTRA1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CLIP2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CLIP2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","TMBIM1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","TMBIM1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ANXA1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ANXA1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","IGF2BP2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","IGF2BP2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SPHK1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SPHK1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","INF2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","INF2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","RGCC","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","RGCC","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","GLIPR1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","GLIPR1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLC1A4","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLC1A4","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","TSPO","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","TSPO","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","PTGS1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","PTGS1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","PI4K2A","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","PI4K2A","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","PLIN2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","PLIN2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SMCO4","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SMCO4","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","FBP1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","FBP1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ZMIZ1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ZMIZ1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CTSD","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CTSD","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","IGF2R","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","IGF2R","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","FCGRT","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","FCGRT","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ATP6V1A","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ATP6V1A","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","VWA5A","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","VWA5A","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","PAPSS1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","PAPSS1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ALCAM","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ALCAM","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","AIF1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","AIF1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","GLIPR2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","GLIPR2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","LINC00520","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","LINC00520","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLC27A3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLC27A3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","IL13RA1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","IL13RA1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLC38A6","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLC38A6","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLC7A8","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLC7A8","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ICAM5","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ICAM5","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CARD9","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CARD9","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
